Open,High,Low,Close,Adj Close,Volume
82.6500015258789,84.0999984741211,82.30000305175781,83.30000305175781,83.30000305175781,6300941
83.3499984741211,84.0999984741211,82.94999694824219,83.8499984741211,83.8499984741211,5545348
83.9000015258789,84.6500015258789,83.69999694824219,84.0,84.0,5630672
84.0,84.25,83.4000015258789,83.5999984741211,83.5999984741211,3250186
83.6500015258789,83.9000015258789,83.55000305175781,83.69999694824219,83.69999694824219,1844134
83.75,83.80000305175781,83.19999694824219,83.3499984741211,83.3499984741211,2915760
83.3499984741211,83.6500015258789,83.30000305175781,83.44999694824219,83.44999694824219,1644698
83.44999694824219,83.6500015258789,83.19999694824219,83.4000015258789,83.4000015258789,1554330
83.3499984741211,83.55000305175781,83.19999694824219,83.4000015258789,83.4000015258789,1010922
83.4000015258789,83.6500015258789,83.3499984741211,83.5,83.5,965964
83.44999694824219,83.5,82.9000015258789,83.0999984741211,83.0999984741211,2557698
83.0999984741211,83.0999984741211,82.80000305175781,82.94999694824219,82.94999694824219,1446136
82.9000015258789,83.05000305175781,82.5999984741211,82.75,82.75,1622086
82.75,83.25,82.69999694824219,83.25,83.25,1921614
83.19999694824219,83.5999984741211,83.1500015258789,83.30000305175781,83.30000305175781,2007948
83.3499984741211,83.5999984741211,83.19999694824219,83.44999694824219,83.44999694824219,1101942
83.5,83.55000305175781,83.19999694824219,83.3499984741211,83.3499984741211,1528632
83.3499984741211,83.3499984741211,83.05000305175781,83.19999694824219,83.19999694824219,1611866
83.19999694824219,83.25,83.0,83.0999984741211,83.0999984741211,1512822
83.0999984741211,83.1500015258789,82.80000305175781,82.8499984741211,82.8499984741211,1289242
82.8499984741211,82.94999694824219,82.69999694824219,82.80000305175781,82.80000305175781,1245928
82.80000305175781,83.0999984741211,82.75,82.9000015258789,82.9000015258789,1306674
82.9000015258789,82.9000015258789,82.4000015258789,82.80000305175781,82.80000305175781,2234894
82.80000305175781,82.8499984741211,82.1500015258789,82.44999694824219,82.44999694824219,4172816
82.5,82.6500015258789,82.1500015258789,82.55000305175781,82.55000305175781,3725186
